Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1,Wilt Chamberlain,31,PHI,88.0,504.0,675,0.747,82,46.8,24.3,23.8,8.6,,.595,,.380,20.4,.255
2,Lenny Wilkens,30,STL,26.0,216.0,675,0.320,82,38.6,20.0,5.3,8.3,,.438,,.768,10.1,.153
3,Elgin Baylor,33,LAL,9.0,129.0,675,0.191,77,39.3,26.0,12.2,4.6,,.443,,.786,8.0,.127
4,Dave Bing,24,DET,9.0,127.0,675,0.188,79,40.6,27.1,4.7,6.4,,.441,,.707,6.2,.093
5,Oscar Robertson,29,CIN,3.0,93.0,675,0.138,65,42.5,29.2,6.0,9.7,,.500,,.873,12.3,.214
