Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1,Wes Unseld,22,BAL,53.0,310.0,515,0.602,82,36.2,13.8,18.2,2.6,,.476,,.605,10.8,.175
2,Willis Reed,26,NYK,18.0,137.0,515,0.266,82,37.9,21.1,14.5,2.3,,.521,,.747,14.7,.227
3,Billy Cunningham,25,PHI,15.0,130.0,515,0.252,82,40.8,24.8,12.8,3.5,,.426,,.737,9.0,.129
4,Bill Russell,34,BOS,11.0,93.0,515,0.181,77,42.7,9.9,19.3,4.9,,.433,,.526,10.9,.159
5,Elgin Baylor,34,LAL,6.0,89.0,515,0.173,76,40.3,24.8,10.6,5.4,,.447,,.743,8.5,.133
